iter	RMSE
256	0.0479466771
257	0.0476209601
258	0.04727668893
259	0.04687484441
260	0.0465457434
261	0.04617543026
262	0.04581386271
263	0.04539741415
264	0.04502791458
265	0.04456486367
266	0.04428902809
267	0.04389825816
268	0.04342955823
269	0.04309563618
270	0.04284010647
271	0.04235355934
272	0.04210691311
273	0.04177195647
274	0.04144642115
275	0.04117639137
276	0.04075490185
277	0.04045895456
278	0.04015838861
279	0.0398689658
280	0.0395731471
281	0.0392277113
282	0.03898849183
283	0.03874228222
284	0.03849525964
285	0.03822018378
286	0.03796187784
287	0.03769834377
288	0.03743619049
289	0.03710131032
290	0.03678863965
291	0.03641758257
292	0.03620106336
293	0.0359642918
294	0.03572283573
295	0.0355179137
296	0.03513572851
297	0.0348620751
298	0.03466410251
299	0.03445607354
300	0.03424105909
301	0.0339227444
302	0.03367301159
303	0.0333189321
304	0.03302068529
305	0.03283874018
306	0.03252557309
307	0.03225153186
308	0.03194975762
309	0.0317033412
310	0.03146028796
311	0.03119140946
312	0.03100160505
313	0.03083468659
314	0.03067386836
315	0.03046969506
316	0.03028100686
317	0.03006163489
318	0.02988856158
319	0.02971041713
320	0.02954219831
321	0.02928473458
322	0.02912139587
323	0.02894855389
324	0.0287020528
325	0.02853625399
326	0.02837555764
327	0.0282361721
328	0.02810285691
329	0.02791293976
330	0.0277590016
331	0.02760532126
332	0.02736269162
333	0.02720019832
334	0.02700720723
335	0.02685254594
336	0.02673231287
337	0.02656150865
338	0.02633932717
339	0.02619774344
340	0.02600008473
341	0.02585378404
342	0.02567914932
343	0.02546880092
344	0.0253601434
345	0.02521045519
346	0.02510145785
347	0.02497231894
348	0.02483616003
349	0.02471053931
350	0.02457405513
351	0.02447115442
352	0.02435315448
353	0.02414493713
354	0.02403084648
355	0.02391993904
356	0.02379368923
357	0.02368138373
358	0.02349410996
359	0.02337472387
360	0.02323869058
361	0.02312245742
362	0.02298274349
363	0.0227993957
364	0.02262940439
365	0.02251455774
366	0.02240563521
367	0.0222662117
368	0.0221657005
369	0.02200132524
370	0.02184151658
371	0.02173807653
372	0.02163390671
373	0.02153881785
374	0.0214247709
375	0.02130544709
376	0.02120312555
377	0.02106634859
378	0.02091274847
379	0.02081737423
380	0.02066339687
381	0.02056882939
382	0.02048066776
383	0.02039038982
384	0.02029528482
385	0.02022484617
386	0.02013099904
387	0.01999372482
388	0.01990506176
389	0.01979536658
390	0.01971967256
391	0.01957693883
392	0.01947403883
393	0.01933378081
394	0.01924681748
395	0.01914703985
396	0.01904419193
397	0.01895982002
398	0.01886119193
399	0.01873986125
400	0.01864572431
401	0.01856574436
402	0.01847607121
403	0.0183562005
404	0.01827046878
405	0.01815708096
406	0.0180548504
407	0.0179402048
408	0.01781643604
409	0.01773716181
410	0.01766941132
411	0.01759166494
412	0.01752143326
413	0.01744853602
414	0.01733605267
415	0.01726515289
416	0.01718275528
417	0.01708217875
418	0.01701512143
419	0.01694771866
420	0.01688396603
421	0.01679131187
422	0.01670882698
423	0.01664773251
424	0.01658293041
425	0.0164875896
426	0.01641570501
427	0.0163162931
428	0.01624810837
429	0.01613397151
430	0.01602733455
431	0.01591763238
432	0.01580754825
433	0.01571325972
434	0.01565498463
435	0.01559689208
436	0.01553184312
437	0.01544577138
438	0.01539022698
439	0.01532266766
440	0.01522878002
441	0.01514704447
442	0.01508183227
443	0.01500603141
444	0.01492714156
445	0.01487527407
446	0.01479450673
447	0.01469895527
448	0.01460207734
449	0.01454351819
450	0.0144864716
451	0.01438415666
452	0.01433651966
453	0.01425829348
454	0.0142035067
455	0.0141202709
456	0.01407396566
457	0.01401879855
458	0.01394907207
459	0.01389001314
460	0.01380228766
461	0.0137518624
462	0.01366727622
463	0.01362355805
464	0.01352942294
465	0.0134443186
466	0.01339436066
467	0.01333010136
468	0.01328190356
469	0.01323446557
470	0.01319284815
471	0.01312085057
472	0.01307080903
473	0.01301748994
474	0.01292919457
475	0.01288331734
476	0.01281208997
477	0.01276080813
478	0.01267608873
479	0.01258857919
480	0.01254942206
481	0.0124654616
482	0.01242141348
483	0.01238450153
484	0.01233458468
485	0.01226756324
486	0.01223201485
487	0.01219605493
488	0.01213181648
489	0.01208505763
490	0.01201653251
491	0.01193983919
492	0.01190427521
493	0.01187006984
494	0.01178612399
495	0.01175252775
496	0.01171231668
497	0.01167068908
498	0.01163747374
499	0.01157826999
500	0.0114973139
501	0.01143029618
502	0.0113609459
503	0.01129796785
504	0.01124749999
505	0.01120871485
506	0.01117151073
507	0.01113558271
508	0.01108422183
509	0.0110469583
510	0.01098339076
511	0.01091919811
512	0.01089143601
513	0.01083151687
514	0.01077131538
515	0.01073948665
516	0.01067182001
517	0.01062058801
518	0.01059450707
519	0.01055922277
520	0.01051434594
521	0.01047588558
522	0.0104470135
523	0.01040274403
524	0.01033515476
525	0.01031168927
526	0.010287217
527	0.01023095364
528	0.01020726794
529	0.01018438783
530	0.01013967328
531	0.0101000858
532	0.0100710665
533	0.0100081163
534	0.00997054136
535	0.009948833051
536	0.009902069126
537	0.009853843525
538	0.009804892895
539	0.009771385843
540	0.009732428087
541	0.009688133452
542	0.009638294876
543	0.00960947437
544	0.00956112371
545	0.009508738305
546	0.009462027552
547	0.009421772623
548	0.009386170286
549	0.009338512882
550	0.009301598378
551	0.009249628954
552	0.009201669641
553	0.009165960994
554	0.009127488047
555	0.009092882417
556	0.009067365541
557	0.009022841231
558	0.009000241408
559	0.008951781902
560	0.008929825241
561	0.008898544548
562	0.008853644992
563	0.008818988151
564	0.008791153441
565	0.008761751413
566	0.008714392301
567	0.008673289687
568	0.008631744122
569	0.008608083399
570	0.008568135686
571	0.008529704854
572	0.008486581693
573	0.008449149408
574	0.008427104614
575	0.008394022959
576	0.008353022232
577	0.00832948375
578	0.008296273637
579	0.008275909501
580	0.008244407115
581	0.008205115686
582	0.008177508406
583	0.008151557144
584	0.008103112087
585	0.008071998231
586	0.008042621636
587	0.008013198189
588	0.007980259561
589	0.007940593567
590	0.007906415492
591	0.007866953442
592	0.00784491681
593	0.007816657933
594	0.00778311944
595	0.007750977609
596	0.00772425902
597	0.007688600386
598	0.007647633958
599	0.00762880767
600	0.007588019197
601	0.007560358075
602	0.007521343664
603	0.007498125965
604	0.007463499349
605	0.007438748279
606	0.007406994857
607	0.007375132992
608	0.007347000136
609	0.007310354979
610	0.007290837455
611	0.00726423032
612	0.007234849563
613	0.00721015456
614	0.007193901119
615	0.007160862353
616	0.007129755044
617	0.007101991975
618	0.007080840643
619	0.007052064679
620	0.007033960322
621	0.007010115258
622	0.006988837022
623	0.006962923741
624	0.006930051454
625	0.006904052163
626	0.006886505285
627	0.00685320667
628	0.006812763676
629	0.006784914641
630	0.006769741202
631	0.006744854297
632	0.006706489256
633	0.006675685808
634	0.006637506376
635	0.006623225256
636	0.00660172673
637	0.006573633363
638	0.006546461654
639	0.006517023368
640	0.006496534952
641	0.006468290418
642	0.006437657855
643	0.006412021764
644	0.006382681073
645	0.006362844815
646	0.006340267006
647	0.006316169991
648	0.006290035025
649	0.006272174771
650	0.006258594945
651	0.006231961338
652	0.006211263525
653	0.006190747908
654	0.006170918999
655	0.006143686274
656	0.006117991515
657	0.006093853578
658	0.006068227131
659	0.006050308846
660	0.006025660697
661	0.006005487868
662	0.005979647983
663	0.005945950946
664	0.005927519603
665	0.005903717992
666	0.005875980189
667	0.005865353203
668	0.005840794734
669	0.005822975727
670	0.005809007925
671	0.005786588554
672	0.005771850837
673	0.005740852218
674	0.005723696683
675	0.005706875605
676	0.005683343962
677	0.005661910317
678	0.005635181647
679	0.005616497271
680	0.005606643166
681	0.005589228542
682	0.005559816641
683	0.005543801491
684	0.005517856704
685	0.005502758547
686	0.005488619945
687	0.005470954881
688	0.005449278105
689	0.005436017576
690	0.005416817069
691	0.005394505832
692	0.005375965719
693	0.005363962201
694	0.005348917411
695	0.005339590461
696	0.005323328185
697	0.005301660425
698	0.005286046747
699	0.005268231906
700	0.005246264435
701	0.005228567347
702	0.005212823415
703	0.005197784992
704	0.005170312002
705	0.005141613881
706	0.00513313633
707	0.005115832917
708	0.005104143718
709	0.005086318484
710	0.005078254775
711	0.005065326487
712	0.005044278246
713	0.005024773903
714	0.005011906372
715	0.004997205814
716	0.004980861119
717	0.004962726727
718	0.004951824334
719	0.004925311649
720	0.004911006708
721	0.00490002318
722	0.004874108892
723	0.004859119612
724	0.004841584157
725	0.004825183819
726	0.00480924192
727	0.004784062338
728	0.004773676311
729	0.004757538621
730	0.004744415735
731	0.00472602332
732	0.004712322771
733	0.004695237252
734	0.004676747297
735	0.004662993814
736	0.004648352478
737	0.004631848956
738	0.004614456499
739	0.004599042128
740	0.004590242638
741	0.004581414647
742	0.004569084908
743	0.004552963375
744	0.004537565134
745	0.004527805142
746	0.004520251814
747	0.00451221428
748	0.004496552712
749	0.00447667485
750	0.004461211798
751	0.004446406529
752	0.004432144903
753	0.004419801821
754	0.004402633232
755	0.004387500694
756	0.004375271838
757	0.004360692781
758	0.004354288438
759	0.004337667415
760	0.004326614379
761	0.004311010274
762	0.004290638115
763	0.004276499706
764	0.004254468764
765	0.004241581153
766	0.004235416603
767	0.004223051274
768	0.00421120245
769	0.00419499818
770	0.004186411595
771	0.004171842423
772	0.004161612129
773	0.00414221306
774	0.004125087215
775	0.004110649623
776	0.004094608519
777	0.004080899473
778	0.004065394926
779	0.004050315999
780	0.004035782375
781	0.004024655502
782	0.00400456584
783	0.003988070374
784	0.003980967668
785	0.00396879073
786	0.003961943406
787	0.003952269395
788	0.003939374764
789	0.003928456531
790	0.003919682979
791	0.003905757776
792	0.003894415168
793	0.003874414143
794	0.003863395069
795	0.003844660464
796	0.003834680125
797	0.003817285035
798	0.003804238114
799	0.003786477422
