Target,Model,seed,MAE,RMSE,MAPE,R2
M_DB,lgbm,30,0.1743957366453241,0.306754652860561,1.3403465884655679,0.999044087456506
M_DB,gpr,1,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,2,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,3,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,4,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,5,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,6,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,7,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,8,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,9,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,10,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,11,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,12,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,13,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,14,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,15,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,16,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,17,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,18,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,19,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,20,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,21,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,22,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,23,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,24,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,25,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,26,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,27,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,28,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,29,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,gpr,30,0.20008025630408502,0.35221008565667505,1.8894626846565683,0.998739800164031
M_DB,dt,1,0.20104525471264387,0.3740368620878069,1.7027571442429101,0.9985787690627723
M_DB,dt,2,0.20517475871264398,0.3758662186864471,1.7062899857513498,0.9985648330238108
M_DB,dt,3,0.20202503954023004,0.3742579229247436,1.7252657736853714,0.9985770886329849
M_DB,dt,4,0.20615454354023016,0.3760862042419242,1.728798615193811,0.9985631525940234
M_DB,dt,5,0.2003892431264369,0.3738797142525832,1.6911888381979263,0.9985799630437406
M_DB,dt,6,0.19633623347126442,0.3722273422348743,1.6715497165496358,0.9985924870945829
M_DB,dt,7,0.20663262151724163,0.37623659148370675,1.7366003857408374,0.99856200324731
M_DB,dt,8,0.197493951908046,0.3724553754470581,1.6978248814900545,0.9985907620305404
M_DB,dt,9,0.20663262151724163,0.37623659148370675,1.7366003857408374,0.99856200324731
M_DB,dt,10,0.20615454354023016,0.3760862042419242,1.728798615193811,0.9985631525940234
M_DB,dt,11,0.2003892431264369,0.3738797142525832,1.6911888381979263,0.9985799630437406
M_DB,dt,12,0.20202503954023004,0.3742579229247436,1.7252657736853714,0.9985770886329849
M_DB,dt,13,0.20615454354023016,0.3760862042419242,1.728798615193811,0.9985631525940234
M_DB,dt,14,0.20089094997701168,0.37394962180869246,1.7058956970933605,0.9985794319606665
M_DB,dt,15,0.20630884827586235,0.3761729490151136,1.7256600623433604,0.9985624896961292
M_DB,dt,16,0.20728863310344856,0.37639275529980315,1.7481686917858217,0.9985608092663417
M_DB,dt,17,0.2003892431264369,0.3738797142525832,1.6911888381979263,0.9985799630437406
M_DB,dt,18,0.20728863310344856,0.37639275529980315,1.7481686917858217,0.9985608092663417
M_DB,dt,19,0.20728863310344856,0.37639275529980315,1.7481686917858217,0.9985608092663417
M_DB,dt,20,0.19651416708045982,0.3722332441198109,1.6753162520475933,0.9985924424603279
M_DB,dt,21,0.2027575454712645,0.3746004806051951,1.7207277995905046,0.9985744826638973
M_DB,dt,22,0.20159982703448293,0.37437375399121187,1.694452634650086,0.9985762077279398
M_DB,dt,23,0.197493951908046,0.3724553754470581,1.6978248814900545,0.9985907620305404
M_DB,dt,24,0.20630884827586235,0.3761729490151136,1.7256600623433604,0.9985624896961292
M_DB,dt,25,0.20104525471264387,0.3740368620878069,1.7027571442429101,0.9985787690627723
M_DB,dt,26,0.19991116514942547,0.3737283786112769,1.6833870676508995,0.998581112390454
M_DB,dt,27,0.20038924312643724,0.3738797142525832,1.6911888381979272,0.9985799630437406
M_DB,dt,28,0.20517475871264398,0.3758662186864471,1.7062899857513498,0.9985648330238108
M_DB,dt,29,0.20728863310344856,0.37639275529980315,1.7481686917858217,0.9985608092663417
M_DB,dt,30,0.20154696156321852,0.3741067402784451,1.7174640031383446,0.9985782379796981
M_DB,gbrt,1,0.24241486791454303,0.35024069879203135,2.360769880401159,0.9987538536084882
M_DB,gbrt,2,0.24241486791454261,0.3502406987920314,2.360769880401149,0.9987538536084882
M_DB,gbrt,3,0.2424148679145427,0.35024069879203124,2.3607698804011488,0.9987538536084882
M_DB,gbrt,4,0.2424148679145428,0.35024069879203124,2.360769880401155,0.9987538536084882
M_DB,gbrt,5,0.24241486791454314,0.35024069879203146,2.3607698804011568,0.9987538536084882
M_DB,gbrt,6,0.24241486791454298,0.35024069879203146,2.3607698804011528,0.9987538536084882
M_DB,gbrt,7,0.2424148679145428,0.35024069879203124,2.360769880401155,0.9987538536084882
M_DB,gbrt,8,0.24241486791454298,0.35024069879203135,2.3607698804011523,0.9987538536084882
M_DB,gbrt,9,0.24241486791454325,0.35024069879203146,2.3607698804011594,0.9987538536084882
M_DB,gbrt,10,0.24241486791454306,0.3502406987920316,2.360769880401156,0.9987538536084882
M_DB,gbrt,11,0.2424148679145428,0.3502406987920312,2.360769880401156,0.9987538536084882
M_DB,gbrt,12,0.24241486791454261,0.3502406987920311,2.36076988040115,0.9987538536084882
M_DB,gbrt,13,0.24241486791454298,0.3502406987920316,2.360769880401154,0.9987538536084882
M_DB,gbrt,14,0.24241486791454264,0.3502406987920312,2.360769880401153,0.9987538536084882
M_DB,gbrt,15,0.2424148679145427,0.3502406987920313,2.3607698804011488,0.9987538536084882
M_DB,gbrt,16,0.24241486791454256,0.3502406987920311,2.360769880401149,0.9987538536084882
M_DB,gbrt,17,0.2424148679145428,0.3502406987920312,2.3607698804011528,0.9987538536084882
M_DB,gbrt,18,0.2424148679145429,0.3502406987920312,2.3607698804011563,0.9987538536084882
M_DB,gbrt,19,0.24241486791454242,0.35024069879203096,2.3607698804011443,0.9987538536084882
M_DB,gbrt,20,0.24241486791454356,0.35024069879203173,2.360769880401164,0.9987538536084882
M_DB,gbrt,21,0.24241486791454323,0.35024069879203146,2.360769880401159,0.9987538536084882
M_DB,gbrt,22,0.24241486791454323,0.35024069879203157,2.3607698804011603,0.9987538536084882
M_DB,gbrt,23,0.24241486791454236,0.3502406987920307,2.3607698804011465,0.9987538536084882
M_DB,gbrt,24,0.24241486791454234,0.35024069879203085,2.3607698804011443,0.9987538536084882
M_DB,gbrt,25,0.24241486791454306,0.35024069879203146,2.3607698804011603,0.9987538536084882
M_DB,gbrt,26,0.24241486791454306,0.35024069879203146,2.360769880401158,0.9987538536084882
M_DB,gbrt,27,0.24241486791454323,0.3502406987920314,2.360769880401161,0.9987538536084882
M_DB,gbrt,28,0.2424148679145428,0.35024069879203124,2.360769880401155,0.9987538536084882
M_DB,gbrt,29,0.24241486791454298,0.3502406987920314,2.360769880401155,0.9987538536084882
M_DB,gbrt,30,0.24241486791454311,0.3502406987920312,2.360769880401161,0.9987538536084882
M_DB,histgbr,1,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,2,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,3,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,4,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,5,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,6,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,7,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,8,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
M_DB,histgbr,9,0.3610287173287091,0.49864445575099003,3.2561886696104705,0.9974740902338266
