target,model,MAE,RMSE,R2,best_params
M_LB,xgb,0.06573154024393726,0.09262369702517809,0.9999420044147851,"{""n_estimators"": 1300, ""max_depth"": 5, ""learning_rate"": 0.0981801687164391, ""subsample"": 0.9606246417000573, ""colsample_bytree"": 0.9975089632042117, ""reg_alpha"": 4.335752309338318e-05, ""reg_lambda"": 0.0015339469297071787, ""min_child_weight"": 0.08667949228209403}"
M_LB,gbrt,0.06619847209429945,0.09829762382708947,0.9999346814175376,"{""n_estimators"": 600, ""max_depth"": 6, ""learning_rate"": 0.1716801365146274, ""subsample"": 0.6009760406268342}"
M_LB,catboost,0.0703726259248256,0.09838205695114201,0.9999345691580476,"{""depth"": 4, ""learning_rate"": 0.1756326480363994, ""l2_leaf_reg"": 7.58028714420655, ""n_estimators"": 1200}"
M_LB,lgbm,0.07860822947506685,0.10460474113984675,0.9999260303693744,"{""n_estimators"": 1000, ""num_leaves"": 97, ""max_depth"": 13, ""learning_rate"": 0.12404404068952271, ""subsample"": 0.607612412569148, ""colsample_bytree"": 0.8063404122232802, ""min_child_samples"": 22, ""reg_alpha"": 0.0015697874627411618, ""reg_lambda"": 0.0001384810772413622}"
M_LB,gpr,0.08270413502476702,0.11297446827197803,0.9999137197641194,"{""length_scale"": 0.9427877924880141, ""noise"": 0.001984696986714512}"
